CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
3316,104480035202600022,202600022,2025-11-27,581,35,1,3,2,9,1,,2025-11-24T08:50:58,2025-11-24T11:38:58,2025-11-26T20:50:58,17.26295,76.93594,"The complainant Pahal Peri reported that on 2025-11-24 at about 08:50 hours, Harish Dara committed an offence of burglary involving Pahal Peri within the limits of Kalaburagi North PS, Kalaburagi. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Kalaburagi North PS."
3317,104510053202600040,202600040,2025-12-17,180,53,1,1,1,3,2,27,2025-12-13T20:32:21,2025-12-13T21:59:21,2025-12-15T21:32:21,16.766343,75.623863,"The complainant Arunima Sodhi reported that on 2025-12-13 at about 20:32 hours, Vedant Mitter committed an offence of culpable homicide involving Arunima Sodhi within the limits of Vijayapura West PS, Vijayapura. A case has been registered under Section 304 IPC and investigation is in progress at Vijayapura West PS."
3318,104490041202600023,202600023,2026-01-16,497,41,1,3,5,22,3,,2026-01-15T00:42:51,2026-01-15T03:53:51,2026-01-15T05:42:51,15.500632,75.08448,"The complainant Balvan Virk reported that on 2026-01-15 at about 00:42 hours, Devansh Kata, Udyati Shetty and Brijesh Suresh committed an offence of ndps involving Vasana Swaminathan within the limits of Hubballi-Dharwad South PS, Hubballi-Dharwad. A case has been registered under Section 20 NDPS and investigation is in progress at Hubballi-Dharwad South PS."
3319,104470032202600030,202600030,2025-07-17,688,32,1,1,1,2,2,15,2025-07-15T12:04:29,2025-07-15T12:17:29,2025-07-16T22:04:29,15.666653,74.479804,"The complainant Azad Kalla reported that on 2025-07-15 at about 12:04 hours, Wazir Sarma committed an offence of attempt to murder involving Vedika Bose within the limits of Belagavi West PS, Belagavi. A case has been registered under Section 307 IPC and investigation is in progress at Belagavi West PS."
3320,304440011202600004,202600004,2026-02-27,216,11,2,2,3,16,2,4,2026-02-24T21:23:37,2026-02-25T00:10:37,2026-02-25T20:23:37,13.291763,77.674457,"The complainant Anvi Mall reported that on 2026-02-24 at about 21:23 hours, Hredhaan Yadav and Isaac Shan committed an offence of assault on woman involving Anvi Mall within the limits of Bengaluru Rural PS, Bengaluru Rural. A case has been registered under Section 354 IPC and investigation is in progress at Bengaluru Rural PS."
3321,104440011202600035,202600035,2025-03-05,276,11,1,1,1,1,2,4,2025-03-03T22:16:24,2025-03-04T01:12:24,2025-03-04T04:16:24,13.235668,77.653473,"The complainant Odika Om reported that on 2025-03-03 at about 22:16 hours, Isaiah Barad and Pranit Dada committed an offence of murder involving Yashodhara Chad within the limits of Bengaluru Rural PS, Bengaluru Rural. A case has been registered under Section 302 IPC and investigation is in progress at Bengaluru Rural PS."
3322,104530062202600026,202600026,2025-10-30,340,62,1,2,2,7,1,,2025-10-29T05:23:13,2025-10-29T07:50:13,2025-10-29T09:23:13,13.164175,77.217899,"The complainant Nachiket Baria reported that on 2025-10-29 at about 05:23 hours, Isaac Mand and Alexander Tara committed an offence of theft involving Nachiket Baria within the limits of Tumakuru Rural PS, Tumakuru. A case has been registered under Section 379 IPC and investigation is in progress at Tumakuru Rural PS."
3323,404520057202600002,202600002,2026-02-23,375,57,3,3,2,9,2,30,2026-02-20T06:57:09,2026-02-20T07:18:09,2026-02-21T15:57:09,14.013247,75.605421,"The complainant Nathaniel Uppal reported that on 2026-02-20 at about 06:57 hours, Chatresh Pall committed an offence of burglary involving Gopal Cherian within the limits of Shivamogga City PS, Shivamogga. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Shivamogga City PS."
3324,104530062202600027,202600027,2026-02-11,1165,62,1,1,2,10,2,32,2026-02-08T17:46:38,2026-02-08T19:10:38,2026-02-10T16:46:38,13.45956,77.152346,"The complainant Niharika Halder reported that on 2026-02-08 at about 17:46 hours, Amol Pathak committed an offence of robbery involving Niharika Halder within the limits of Tumakuru Rural PS, Tumakuru. A case has been registered under Section 392 IPC and investigation is in progress at Tumakuru Rural PS."
3325,104490038202600028,202600028,2025-05-05,316,38,1,2,3,16,1,,2025-05-02T02:49:02,2025-05-02T06:21:02,2025-05-04T07:49:02,15.493522,75.187219,"The complainant Hemani Sem reported that on 2025-05-02 at about 02:49 hours, Udant Sur, Lohit Bakshi, Dakshesh Raju and Benjamin Char committed an offence of assault on woman involving Nakul Krishnamurthy within the limits of Hubballi-Dharwad City PS, Hubballi-Dharwad. Power to the premises was cut before entry through the terrace door. A case has been registered under Section 354 IPC and investigation is in progress at Hubballi-Dharwad City PS."
3326,104550084202600028,202600028,2025-10-30,298,84,1,3,5,22,1,,2025-10-29T00:35:47,2025-10-29T03:10:47,2025-10-30T14:35:47,13.459651,74.769647,"The complainant Ucchal Shan reported that on 2025-10-29 at about 00:35 hours, Samesh Kari committed an offence of ndps involving Ekaraj Bhagat within the limits of Udupi West PS, Udupi. A case has been registered under Section 20 NDPS and investigation is in progress at Udupi West PS."
3327,104570095202600023,202600023,2026-06-11,349,95,1,1,1,2,4,,2026-06-10T22:11:58,2026-06-10T22:35:58,2026-06-11T00:11:58,12.543125,76.893214,"The complainant Veer Mallick reported that on 2026-06-10 at about 22:11 hours, Robert Dani, Rishi Seshadri and Tarak Mutti committed an offence of attempt to murder involving Veer Mallick within the limits of Mandya East PS, Mandya. Chloroform-soaked cloth was used to subdue the inmates before the house was ransacked. A case has been registered under Section 307 IPC and investigation is in progress at Mandya East PS."
3328,104550083202600031,202600031,2025-02-09,6,83,1,1,1,3,4,,2025-02-07T18:00:46,2025-02-07T18:05:46,2025-02-08T07:00:46,13.385458,74.659145,"The complainant Priya Nayar reported that on 2025-02-07 at about 18:00 hours, Ayaan Pal committed an offence of culpable homicide involving Nathaniel Loke within the limits of Udupi East PS, Udupi. A case has been registered under Section 304 IPC and investigation is in progress at Udupi East PS."
3329,104460023202600021,202600021,2025-05-18,1017,23,1,2,5,24,5,12,2025-05-16T23:42:14,2025-05-17T00:14:14,2025-05-17T17:42:14,12.942197,74.67487,"The complainant Ekansh Cherian reported that on 2025-05-16 at about 23:42 hours, Vedant Sidhu committed an offence of gambling involving Anjali Shah within the limits of Dakshina West PS, Dakshina Kannada. A case has been registered under Section 87 KP and investigation is in progress at Dakshina West PS."
3330,104520057202600028,202600028,2025-11-05,719,57,1,2,2,8,1,,2025-11-02T08:30:31,2025-11-02T08:57:31,2025-11-04T00:30:31,14.02943,75.603419,"The complainant Mohammed Talwar reported that on 2025-11-02 at about 08:30 hours, Aayush Malhotra committed an offence of motor vehicle theft involving Mohammed Talwar within the limits of Shivamogga City PS, Shivamogga. A case has been registered under Section 379 IPC, Section 381 IPC and investigation is in progress at Shivamogga City PS."
3331,104460025202600020,202600020,2025-10-21,471,25,1,3,1,5,2,11,2025-10-19T09:21:53,2025-10-19T12:05:53,2025-10-19T23:21:53,12.799121,74.912446,"The complainant David Ghose reported that on 2025-10-19 at about 09:21 hours, Amol Rama committed an offence of hurt involving Saksham Cherian within the limits of Dakshina Market PS, Dakshina Kannada. A case has been registered under Section 323 IPC and investigation is in progress at Dakshina Market PS."
3332,804430009202600002,202600002,2026-02-18,732,9,4,2,2,7,1,,2026-02-17T14:25:20,2026-02-17T17:14:20,2026-02-18T10:25:20,12.905049,77.549827,"The complainant Logan Chandran reported that on 2026-02-17 at about 14:25 hours, Qadim Swamy committed an offence of theft involving Nachiket Sane within the limits of Bengaluru Town PS, Bengaluru Urban. A case has been registered under Section 379 IPC and investigation is in progress at Bengaluru Town PS."
3333,804510051202600002,202600002,2025-12-22,504,51,4,1,2,11,3,,2025-12-20T00:53:32,2025-12-20T02:23:32,2025-12-22T03:53:32,16.894327,75.687621,"The complainant Wyatt Bumb reported that on 2025-12-20 at about 00:53 hours, Gunbir Nadkarni, Tanish Ganguly, Faraj Patla, Naksh Koshy and Umang Narasimhan committed an offence of dacoity involving Wyatt Bumb within the limits of Vijayapura South PS, Vijayapura. Entry was made by cutting the rear window grille in the pre-dawn hours. A case has been registered under Section 395 IPC and investigation is in progress at Vijayapura South PS."
3334,304540076202600002,202600002,2026-05-27,520,76,2,3,5,22,1,,2026-05-25T19:17:38,2026-05-25T22:34:38,2026-05-25T20:17:38,14.379555,75.992389,"The complainant Netra Tank reported that on 2026-05-25 at about 19:17 hours, Kabir Mahajan and Tarak Date committed an offence of ndps involving Netra Tank within the limits of Davanagere Central PS, Davanagere. A case has been registered under Section 20 NDPS and investigation is in progress at Davanagere Central PS."
3335,804560088202600002,202600002,2025-06-07,368,88,4,1,3,14,3,,2025-06-03T01:17:47,2025-06-03T01:37:47,2025-06-06T01:17:47,13.058078,76.166316,"The complainant Daniel Thakkar reported that on 2025-06-03 at about 01:17 hours, Kai Sachdeva, Naveen Bhatnagar and Benjamin Contractor committed an offence of dowry death involving Daniel Thakkar within the limits of Hassan Rural PS, Hassan. A case has been registered under Section 304B IPC and investigation is in progress at Hassan Rural PS."
3336,104430003202600031,202600031,2025-09-21,888,3,1,1,2,10,3,,2025-09-18T12:15:50,2025-09-18T13:00:50,2025-09-20T10:15:50,12.865088,77.507743,"The complainant Keya Dugar reported that on 2025-09-18 at about 12:15 hours, Viraj Atwal committed an offence of robbery involving Vincent Batta within the limits of Bengaluru North PS, Bengaluru Urban. A case has been registered under Section 392 IPC and investigation is in progress at Bengaluru North PS."
3337,104540071202600028,202600028,2025-10-03,775,71,1,2,4,18,2,34,2025-09-29T11:10:50,2025-09-29T15:08:50,2025-10-02T08:10:50,14.448546,75.898128,"The complainant Wyatt Kunda reported that on 2025-09-29 at about 11:10 hours, Manan Kapur, Vincent Konda and Mitesh Puri committed an offence of cheating involving Wyatt Kunda within the limits of Davanagere Rural PS, Davanagere. A case has been registered under Section 420 IPC and investigation is in progress at Davanagere Rural PS."
3338,104530068202600023,202600023,2026-06-12,1021,68,1,1,3,17,1,,2026-06-09T19:50:05,2026-06-09T23:28:05,2026-06-11T15:50:05,13.311802,77.062063,"The complainant Ishaan Varghese reported that on 2026-06-09 at about 19:50 hours, Hredhaan Bhandari committed an offence of kidnapping of woman involving Vincent Sathe within the limits of Tumakuru Market PS, Tumakuru. A case has been registered under Section 366 IPC and investigation is in progress at Tumakuru Market PS."
3339,104540070202600036,202600036,2025-10-26,858,70,1,2,4,19,2,35,2025-10-23T15:21:28,2025-10-23T15:50:28,2025-10-24T10:21:28,14.385825,76.020515,"The complainant Lucky Sibal reported that on 2025-10-23 at about 15:21 hours, Kalpit Raval committed an offence of forgery involving Lohit Wable within the limits of Davanagere City PS, Davanagere. A case has been registered under Section 468 IPC and investigation is in progress at Davanagere City PS."
3340,104430009202600034,202600034,2025-05-18,1024,9,1,2,1,5,4,,2025-05-16T02:48:52,2025-05-16T04:59:52,2025-05-18T01:48:52,12.959044,77.664002,"The complainant Damini Handa reported that on 2025-05-16 at about 02:48 hours, Tarak Mutti and Robert Dani committed an offence of hurt involving Charita Vaidya within the limits of Bengaluru Town PS, Bengaluru Urban. Chloroform-soaked cloth was used to subdue the inmates before the house was ransacked. A case has been registered under Section 323 IPC and investigation is in progress at Bengaluru Town PS."
3341,804550079202600002,202600002,2026-04-29,1109,79,4,2,4,21,1,,2026-04-24T22:08:10,2026-04-24T23:42:10,2026-04-27T21:08:10,13.445418,74.678906,"The complainant Chanakya Uppal reported that on 2026-04-24 at about 22:08 hours, Maanas Konda, Jatin Chacko and Pranav Raghavan committed an offence of counterfeiting involving Chanakya Uppal within the limits of Udupi City PS, Udupi. A case has been registered under Section 489A IPC and investigation is in progress at Udupi City PS."
3342,104490039202600034,202600034,2026-04-17,641,39,1,3,4,21,5,19,2026-04-14T20:17:39,2026-04-14T20:54:39,2026-04-15T09:17:39,15.408552,75.235365,"The complainant Kavya Sharma reported that on 2026-04-14 at about 20:17 hours, Fiyaz Sheth, Banjeet Soman and Advay Korpal committed an offence of counterfeiting involving Hardik Dubey within the limits of Hubballi-Dharwad Rural PS, Hubballi-Dharwad. A case has been registered under Section 489A IPC and investigation is in progress at Hubballi-Dharwad Rural PS."
3343,104490039202600035,202600035,2025-06-23,139,39,1,1,1,6,1,,2025-06-21T05:17:54,2025-06-21T09:06:54,2025-06-21T18:17:54,15.393408,75.114259,"The complainant Rayaan Singh reported that on 2025-06-21 at about 05:17 hours, Isaac Mannan and Falan Pau committed an offence of kidnapping involving Rayaan Singh within the limits of Hubballi-Dharwad Rural PS, Hubballi-Dharwad. A duplicate key cut during an earlier recce was used to enter the unoccupied premises. A case has been registered under Section 363 IPC, Section 365 IPC and investigation is in progress at Hubballi-Dharwad Rural PS."
3344,304550084202600003,202600003,2025-12-09,929,84,2,2,2,9,1,,2025-12-04T19:18:15,2025-12-04T22:41:15,2025-12-07T18:18:15,13.310874,74.660139,"The complainant Ranveer Devi reported that on 2025-12-04 at about 19:18 hours, Akshay Narayanan committed an offence of burglary involving Ranveer Devi within the limits of Udupi West PS, Udupi. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Udupi West PS."
3345,104500046202600027,202600027,2025-01-17,654,46,1,2,2,8,1,,2025-01-16T09:27:47,2025-01-16T10:52:47,2025-01-16T16:27:47,15.130916,76.946155,"The complainant Dakshesh Bala reported that on 2025-01-16 at about 09:27 hours, Chakradev Dubey, David Bora and Leela Chopra committed an offence of motor vehicle theft involving Akshay Raghavan within the limits of Ballari South PS, Ballari. A case has been registered under Section 379 IPC, Section 381 IPC and investigation is in progress at Ballari South PS."
